Date,Time,"Radiation
 (MJ/m2)","Temperature
 (deg C)",Dew point(deg C),Humidity,Wind speed,Atmospheric pressure (kPa),"Vapour 
pressure  (kPa)",Soil moisture (%)
,1:00,0.005,26.0,24.0,89%,6.0,100.9,0.611,0.378
,2:00,0.002,26.0,24.0,89%,0.0,100.9,0.611,0.3725555556
,3:00,0.002,25.0,24.0,94%,6.0,100.8,0.611,0.3614444444
,4:00,0,25.0,24.0,94%,2.0,100.8,0.611,0.3588888889
,5:00,0.001,25.0,24.0,94%,4.0,100.8,0.611,0.361
,6:00,0.002,26.0,23.1,84%,7.0,100.8,0.611,0.357875
,7:00,0.119,27.0,24.1,84%,11.0,100.8,0.611,0.355375
,8:00,0.986,27.0,23.0,79%,18.4,100.9,0.611,0.35325
,9:00,1.595,29.0,24.1,74%,19.0,100.9,0.611,0.3512
,10:00,2.346,30.0,23.0,66%,22.0,100.9,0.611,0.3489
,11:00,2.663,30.0,23.9,70%,19.0,101.0,0.611,0.34725
,12:00,3.259,31.0,22.1,59%,20.0,100.9,0.611,0.3425555556
,13:00,2.351,32.0,22.1,55%,22.0,100.9,0.611,0.3485555556
,14:00,2.746,32.0,22.1,55%,20.0,100.8,0.611,0.3487
,15:00,1.906,32.0,22.1,55%,20.0,100.8,0.611,0.3431428571
,16:00,1.551,32.0,22.1,55%,17.0,100.7,0.611,0.355125
,17:00,0.715,31.0,22.1,59%,17.0,100.6,0.611,0.3512857143
,18:00,0.209,30.0,23.0,66%,17.0,100.7,0.611,0.3421818182
,19:00,0.008,30.0,23.0,66%,19.0,100.7,0.611,0.3401111111
,20:00,0,29.0,22.0,66%,20.0,100.7,0.611,0.343625
,21:00,0,29.0,24.1,74%,17.0,100.8,0.611,0.347
,22:00,0,29.0,25.0,79%,13.0,100.9,0.611,0.350625
,23:00,0,28.0,24.0,79%,9.0,100.9,0.611,0.3415
31/7/2022,0:00,0,28.0,24.0,79%,7.0,100.9,0.611,0.338
,1:00,0,28.0,24.0,79%,7.0,100.8,0.611,0.338
,2:00,0,27.0,24.1,84%,6.0,100.8,0.611,0.3381666667
,3:00,0,28.0,24.0,79%,7.0,100.7,0.611,0.3385
,4:00,0,28.0,25.0,84%,7.0,100.7,0.611,0.339
,5:00,0,28.0,25.0,84%,7.0,100.7,0.611,0.338875
,6:00,0,28.0,25.0,84%,7.0,100.7,0.611,0.3346666667
,7:00,0.191,28.0,24.0,79%,9.0,100.7,0.611,0.3392727273
,8:00,0.655,29.0,24.1,75%,9.4,100.8,0.611,0.3308
,9:00,1.279,29.0,24.1,74%,13.0,100.8,0.611,0.335125
,10:00,1.583,30.0,23.9,70%,13.0,100.8,0.611,0.334125
,11:00,1.755,30.0,23.9,70%,15.0,100.9,0.611,0.3335
,12:00,2.406,31.0,23.9,66%,15.0,100.8,0.611,0.3385
,13:00,1.348,32.0,23.0,59%,17.0,100.7,0.611,0.338
,14:00,1.129,32.0,221.0,55%,19.0,100.6,0.611,NA
,15:00,1.675,30.0,23.0,66%,17.0,100.6,0.611,NA
,16:00,0.86,31.0,23.9,66%,9.0,100.5,0.611,NA
,17:00,0.18,30.0,23.9,70%,7.0,100.5,0.611,NA
,18:00,0.051,30.0,23.9,70%,9.0,100.6,0.611,NA
,19:00,0.004,28.0,22.9,74%,11.0,100.6,0.611,NA
,20:00,0,27.0,24.1,84%,7.0,100.6,0.611,NA
,21:00,0,27.0,24.1,84%,4.0,100.7,0.611,NA
,22:00,0,27.0,24.1,84%,2.0,100.7,0.611,NA
,23:00,0,27.0,24.1,84%,4.0,100.8,0.611,NA
