Date,Time,"Radiation
 (MJ/m2)","Temperature
 (deg C)",Dew point(deg C),Humidity,Wind speed,Atmospheric pressure (kPa),"Vapour 
pressure  (kPa)",Soil moisture (%)
,13:00,2.911,31.0,23.9,66%,15.0,100.7,0.611,0.3144444444
,14:00,0.553,32.0,22.1,55%,20.0,100.7,0.611,0.3147777778
,15:00,0.229,31.0,23.9,66%,17.0,100.6,0.611,0.3138888889
,16:00,0.933,26.0,23.1,84%,15.0,100.6,0.611,0.312375
,17:00,0.633,29.0,25.0,79%,7.0,100.6,0.611,0.3098888889
,18:00,0.225,30.0,25.1,75%,6.0,100.6,0.611,0.31
,19:00,0.007,28.0,26.0,89%,7.0,100.6,0.611,0.3120909091
,20:00,0,28.0,26.0,89%,6.0,100.7,0.611,0.31025
,21:05,0,28.0,25.0,84%,7.0,100.8,0.611,0.312
,22:00,0,27.0,24.1,84%,6.0,100.8,0.611,0.3090909091
,23:00,0,27.0,25.0,89%,4.0,100.8,0.611,0.3168888889
15/7/2022,0:00,0,27.0,25.0,89%,6.0,100.8,0.611,0.31025
,1:00,0,27.0,25.0,89%,4.0,100.8,0.611,0.312
,2:00,0,28.0,26.0,89%,7.0,100.8,0.611,0.3090909091
,3:00,0,28.0,25.0,84%,7.0,100.8,0.611,0.3168888889
,4:00,0,28.0,25.0,84%,9.0,100.7,0.611,0.3157
,5:00,0.001,27.0,25.0,89%,7.0,100.7,0.611,0.315125
,6:00,0.001,27.0,25.0,89%,7.0,100.7,0.611,0.3146666667
,7:00,0.138,27.0,25.0,89%,4.0,100.7,0.611,0.3128333333
,8:00,0.851,28.0,26.0,89%,7.6,100.8,0.611,0.316625
,9:00,1.535,29.0,25.0,79%,11.0,100.9,0.611,0.3151111111
,10:00,2.43,31.0,23.9,66%,13.0,100.9,0.611,0.3126
,11:00,1.313,31.0,25.1,70%,15.0,100.9,0.611,0.3107777778
,12:00,1.858,32.0,24.1,63%,15.0,100.9,0.611,0.30925
,13:00,2.766,31.0,23.9,66%,19.0,100.8,0.611,0.3058
,14:00,2.849,32.0,25.1,67%,22.0,100.7,0.611,0.308
,15:00,0.27,31.0,23.1,62%,7.0,100.7,0.611,0.3088181818
,16:00,0.596,27.0,25.0,89%,4.0,100.7,0.611,0.304125
,17:00,0.547,30.0,25.1,75%,11.0,100.6,0.611,0.3061111111
,18:00,0.228,29.0,24.1,74%,6.0,100.7,0.611,0.3091111111
,19:00,0.004,30.0,23.9,70%,11.0,100.7,0.611,0.3065
,20:00,0,29.0,24.1,74%,7.0,100.7,0.611,0.308
,21:00,0,29.0,24.1,74%,11.0,100.8,0.611,0.305
,22:00,0,28.0,24.0,79%,9.0,100.9,0.611,0.30275
,23:00,0,28.0,24.0,79%,11.0,100.9,0.611,0.3048888889
16/7/2022,0:00,0,27.0,24.1,84%,9.0,100.9,0.611,0.306
,1:00,0,28.0,24.0,79%,11.0,100.9,0.611,0.306
,2:00,0,28.0,24.0,79%,11.0,100.9,0.611,0.3046666667
,3:00,0,28.0,24.0,79%,7.0,100.9,0.611,0.3051111111
,4:00,0,28.0,24.0,79%,9.0,100.8,0.611,0.307125
,5:00,0,28.0,24.0,79%,9.4,100.8,0.611,0.3078888889
,6:00,0.001,28.0,25.0,84%,9.0,100.8,0.611,0.305
,7:00,0.164,28.0,25.0,84%,11.0,100.9,0.611,0.305625
,8:00,0.785,28.0,24.0,79%,11.2,100.9,0.611,0.305875
,9:00,1.424,30.0,23.9,70%,17.0,100.9,0.611,0.3055
,10:00,2.175,30.0,23.9,70%,22.0,101.0,0.611,0.3013
,11:00,2.83,31.0,23.1,62%,17.0,101.0,0.611,0.3047777778
,12:00,3.219,31.0,23.1,62%,17.0,101.0,0.611,0.3016
,13:00,3.274,32.0,22.1,55%,13.0,100.9,0.611,0.3058333333
,14:00,3.131,31.0,22.1,59%,19.0,100.9,0.611,0.29775
,15:00,2.532,32.0,22.1,55%,20.0,100.8,0.611,0.2995555556
,16:00,1.855,32.0,23.0,59%,22.0,100.7,0.611,0.2998333333
,17:00,1.051,32.0,20.9,52%,17.0,100.7,0.611,0.299
,18:00,0.449,31.0,20.0,52%,15.0,100.7,0.611,0.298
,19:00,0.007,30.0,21.1,59%,13.0,100.7,0.611,0.3011111111
,20:00,0,30.0,23.0,66%,13.0,100.8,0.611,0.2988888889
,21:00,0,29.0,25.0,79%,13.0,100.9,0.611,0.2981428571
,22:00,0,29.0,25.0,79%,11.0,100.9,0.611,0.299625
,23:00,0,29.0,25.0,79%,11.0,101.0,0.611,0.299
17/7/2022,0:00,0,29.0,25.0,79%,9.0,101.0,0.611,0.2996666667
,1:00,0,29.0,25.0,79%,7.0,101.0,0.611,0.2974444444
,2:00,0,29.0,25.0,79%,11.0,101.0,0.611,0.297
,3:00,0,29.0,25.0,79%,7.0,101.0,0.611,0.3004444444
,4:00,0,28.0,25.0,84%,7.0,101.0,0.611,0.30125
,5:00,0,28.0,25.0,84%,6.0,100.9,0.611,0.2991666667
,6:00,0,28.0,25.0,84%,9.0,101.0,0.611,0.298625
,7:00,0.152,28.0,25.0,84%,7.0,101.0,0.611,0.2994545455
,8:00,0.517,29.0,25.0,79%,7.6,101.0,0.611,0.3003
,9:00,1.188,29.0,25.0,79%,11.0,101.0,0.611,0.297
,10:00,2.041,30.0,25.1,75%,11.0,101.1,0.611,0.2995714286
,11:00,2.264,31.0,25.1,70%,9.0,101.0,0.611,0.29625
,12:00,2.86,32.0,24.1,63%,11.0,100.9,0.611,0.2965454545
,13:00,2.763,32.0,24.1,63%,13.0,100.9,0.611,0.2963333333
,14:00,2.77,33.0,23.9,59%,11.0,100.8,0.611,0.2955454545
,15:00,1.799,33.0,23.9,59%,13.0,100.8,0.611,0.2962857143
,16:00,1.96,33.0,23.9,59%,17.0,100.7,0.611,0.2935
,17:00,0.857,32.0,23.0,59%,15.0,100.7,0.611,0.2927142857
,18:00,0.385,31.0,23.9,66%,15.0,100.7,0.611,0.2955
,19:00,0.005,31.0,23.1,62%,9.0,100.7,0.611,0.2948571429
,20:00,0,30.0,23.9,70%,11.0,100.8,0.611,0.2935
,21:00,0,29.0,24.1,74%,9.0,100.9,0.611,0.295
,22:00,0,29.0,25.0,79%,9.0,100.9,0.611,0.295875
,23:00,0,29.0,25.0,79%,9.0,101.0,0.611,0.2945
18/7/2022,0:00,0,29.0,23.1,79%,7.0,101.0,0.611,0.2925555556
,1:00,0,29.0,25.0,79%,4.0,101.0,0.611,0.2918
,2:00,0,28.0,25.0,84%,6.0,100.9,0.611,0.2928888889
,3:00,0,28.0,25.0,84%,6.0,100.8,0.611,0.293
,4:00,0,28.0,25.0,84%,6.0,100.8,0.611,0.2942857143
,5:00,0,28.0,25.0,84%,9.0,100.8,0.611,0.2914545455
,6:00,0,28.0,25.0,84%,7.0,100.8,0.611,0.2931
,7:00,0.093,28.0,25.0,84%,6.0,100.8,0.611,0.29225
,8:00,0.365,28.0,25.0,84%,7.6,100.9,0.611,0.2944285714
,9:00,1.016,29.0,25.0,79%,9.0,100.9,0.611,0.2903333333
,10:00,1.411,31.0,23.9,66%,11.0,100.9,0.611,0.29325
,11:00,1.702,32.0,24.1,63%,11.0,100.9,0.611,0.2923
,12:00,2.942,32.0,24.1,63%,11.0,100.9,0.611,0.291625
,13:00,2.486,33.0,23.9,59%,17.0,100.8,0.611,0.29125
,14:00,2.288,33.0,23.1,56%,19.0,100.7,0.611,0.2914444444
,15:00,2.255,33.0,23.1,56%,17.0,100.6,0.611,0.2885
,16:00,1.609,32.0,23.0,59%,15.0,100.6,0.611,0.288
,17:00,0.626,32.0,23.0,59%,15.0,100.6,0.611,0.2885
,18:00,0.398,32.0,22.1,55%,15.0,100.6,0.611,0.2895714286
,19:00,0.012,31.0,22.1,59%,15.0,100.6,0.611,0.2877777778
,20:00,0,30.0,25.0,66%,15.0,100.7,0.611,0.2868571429
,21:00,0,29.0,25.0,79%,11.0,100.8,0.611,0.2874
,22:00,0,29.0,25.0,79%,13.0,100.8,0.611,0.287
,23:00,0,29.0,25.0,79%,9.0,100.9,0.611,0.2865
19/7/2022,0:00,0,29.0,25.0,79%,9.0,100.9,0.611,0.2856666667
,1:00,0,28.0,25.0,84%,9.0,100.8,0.611,0.2852222222
,2:00,0,28.0,25.0,84%,9.0,100.8,0.611,0.287
,3:00,0,29.0,25.0,79%,9.0,100.7,0.611,0.286
,4:00,0,28.0,25.0,84%,7.0,100.7,0.611,0.2863333333
,5:00,0,28.0,25.0,84%,6.0,100.7,0.611,0.2861
,6:00,0,28.0,25.0,84%,4.0,100.8,0.611,0.2870909091
,7:00,0.149,28.0,25.0,84%,7.0,100.8,0.611,0.2872222222
,8:00,0.741,29.0,25.0,79%,9.4,100.8,0.611,0.2874285714
,9:00,1.706,29.0,25.0,79%,15.0,100.8,0.611,0.2874285714
,10:00,1.658,30.0,25.1,75%,9.0,100.8,0.611,0.2874285714
,11:00,1.628,30.0,23.9,70%,15.0,100.9,0.611,0.2872857143
,12:00,1.522,32.0,23.0,59%,15.0,100.9,0.611,0.2874
,13:00,2.639,32.0,23.0,59%,13.0,100.8,0.611,0.2853333333
,14:00,2.537,32.0,23.0,59%,19.0,100.7,0.611,0.2846666667
,15:00,1.961,33.0,23.1,56%,17.0,100.6,0.611,0.2817142857
,16:00,1,33.0,22.2,52%,19.0,100.5,0.611,0.2844
,17:00,1.08,33.0,23.1,56%,15.0,100.5,0.611,0.2821428571
,18:00,0.262,32.0,22.1,55%,19.0,100.5,0.611,0.281375
,19:00,0.005,31.0,25.1,70%,15.0,100.5,0.611,0.2831111111
,20:00,0,30.0,25.1,75%,13.0,100.6,0.611,0.28
,21:00,0,30.0,23.9,70%,15.0,100.7,0.611,0.2788571429
,22:00,0,29.0,25.0,79%,13.0,100.7,0.611,0.2815555556
,23:00,0,29.0,25.0,79%,11.0,100.8,0.611,0.4052
20/7/2022,0:00,0,29.0,25.0,79%,13.0,100.9,0.611,0.4564444444
,1:00,0,29.0,24.1,74%,13.0,100.9,0.611,0.4470833333
,2:00,0,29.0,25.0,79%,9.0,100.8,0.611,0.4154545455
,3:00,0.001,27.0,22.0,74%,20.0,100.8,0.611,0.3923636364
,4:00,0.005,25.0,23.1,89%,2.0,100.7,0.611,0.3816666667
,5:00,0.009,26.0,24.0,89%,9.0,100.7,0.611,0.374
,6:00,0.002,26.0,24.0,89%,2.0,100.7,0.611,0.370375
,7:00,0.017,27.0,24.1,84%,4.0,100.8,0.611,0.3621428571
,8:00,0.028,23.0,22.0,94%,14.8,101.0,0.611,0.3595714286
,9:00,0.191,23.0,22.0,94%,9.0,101.1,0.611,0.3612727273
,10:00,0.706,24.0,23.0,94%,4.0,101.1,0.611,0.3522
,11:00,1.076,26.0,23.1,84%,9.0,101.0,0.611,0.3555
,12:00,1.36,27.0,22.0,74%,9.0,101.0,0.611,0.3507272727
,13:00,1.937,29.0,22.0,66%,11.0,100.9,0.611,0.3585
,14:00,1.925,30.0,21.1,59%,24.0,100.8,0.611,0.35025
,15:00,1.696,30.0,21.9,62%,19.0,100.8,0.611,0.3455454545
,16:00,1.388,30.0,21.9,62%,19.0,100.7,0.611,0.346125
,17:00,0.857,29.0,22.0,66%,15.0,100.7,0.611,0.3455
,18:00,0.452,29.0,22.0,66%,15.0,100.7,0.611,0.3498
,19:00,0.01,29.0,22.0,66%,9.0,100.8,0.611,0.3528888889
,20:00,0,28.0,22.0,70%,6.0,100.8,0.611,0.3528888889
,21:00,0,28.0,22.0,70%,4.0,100.9,0.611,0.348875
,22:00,0,28.0,22.9,74%,0.0,100.9,0.611,0.3493636364
,23:00,0,26.0,23.1,84%,0.0,100.9,0.611,0.3563333333
21/7/2022,0:00,0,26.0,23.1,84%,0.0,101.0,0.611,0.355
,1:00,0,27.0,23.0,79%,4.0,100.9,0.611,0.3581428571
,2:00,0,26.0,24.0,89%,2.0,100.9,0.611,0.3467
,3:00,0,26.0,24.0,89%,2.0,100.8,0.611,0.3474444444
,4:00,0.002,27.0,24.1,84%,0.0,100.8,0.611,0.3499
,5:00,0,27.0,24.1,84%,6.0,100.8,0.611,0.35
,6:00,0,27.0,24.1,84%,6.0,100.8,0.611,0.3426363636
,7:00,0.104,26.0,24.0,89%,0.0,100.9,0.611,0.35125
,8:00,0.49,27.0,25.0,89%,3.6,100.9,0.611,0.338
,9:00,0.55,29.0,24.1,74%,2.0,101.0,0.611,0.3403
,10:00,1.096,31.0,23.9,66%,9.0,101.0,0.611,0.337
,11:00,2.184,31.0,23.9,66%,7.0,101.0,0.611,0.339
,12:00,2.652,32.0,23.0,59%,13.0,100.9,0.611,0.336625
,13:00,2.507,32.0,20.9,52%,9.0,100.9,0.611,0.3383636364
,14:00,2.807,31.0,23.1,62%,17.0,100.8,0.611,0.3357
,15:00,2.263,32.0,22.1,55%,17.0,100.7,0.611,0.3335
,16:00,1.352,31.0,23.1,62%,11.0,100.7,0.611,0.3358888889
,17:00,0.232,31.0,23.1,62%,9.0,100.7,0.611,0.3313333333
,18:00,0.129,28.0,26.0,89%,9.0,100.8,0.611,0.3403333333
,19:00,0.005,28.0,24.0,79%,13.0,100.8,0.611,0.3281111111
,20:00,0,27.0,24.1,84%,4.0,100.8,0.611,0.3280909091
,21:00,0,27.0,24.1,84%,4.0,100.9,0.611,0.3298333333
,22:00,0,27.0,25.0,89%,0.0,101.0,0.611,0.3266666667
,23:00,0,27.0,25.0,89%,6.0,101.0,0.611,0.3299090909
22/7/2022,0:00,0,27.0,24.1,84%,4.0,101.0,0.611,0.329
,1:00,0,27.0,25.0,89%,2.0,101.0,0.611,0.3401
,2:00,0,26.0,24.0,89%,0.0,100.9,0.611,0.338
,3:00,0,26.0,24.0,89%,0.0,100.9,0.611,0.3455714286
,4:00,0,26.0,25.0,94%,6.0,100.9,0.611,0.3358
,5:00,0,27.0,25.0,89%,6.0,100.9,0.611,0.3276666667
,6:00,0,26.0,24.0,89%,2.0,100.9,0.611,0.3321111111
,7:00,0.155,26.0,25.0,94%,2.0,101.0,0.611,0.3395
,8:00,0.824,27.0,25.0,89%,3.6,101.0,0.611,0.3526363636
,9:00,1.408,29.0,25.0,79%,6.0,101.1,0.611,0.3731111111
,10:00,2.453,31.0,25.1,70%,6.0,101.1,0.611,0.367
,11:00,2.86,31.0,23.9,66%,15.0,101.1,0.611,0.3628571429
,12:00,3.004,30.0,23.0,66%,11.0,101.1,0.611,0.3668888889
,13:00,2.345,30.0,23.0,66%,4.0,101.0,0.611,0.3574545455
,14:00,0.458,31.0,23.1,62%,13.0,100.9,0.611,0.3683333333
,15:00,0.502,25.0,24.0,94%,13.0,101.0,0.611,0.361
,16:00,1.03,25.0,24.0,94%,4.0,100.9,0.611,0.3512857143
,17:00,1.176,28.0,24.0,79%,4.0,100.9,0.611,0.3479
,18:00,0.299,29.0,24.1,74%,6.0,100.9,0.611,0.344875
,19:00,0.006,28.0,25.0,84%,2.0,100.9,0.611,0.3452
,20:00,0,27.0,25.0,89%,0.0,101.0,0.611,0.35
,21:00,0,27.0,25.0,89%,4.0,101.0,0.611,0.3488
,22:00,0,27.0,24.1,84%,2.0,101.0,0.611,0.364
,23:00,0,26.0,25.0,94%,2.0,101.0,0.611,0.3617
23/7/2022,0:00,0,26.0,25.0,94%,2.0,101.1,0.611,0.365125
,1:00,0,26.0,25.0,94%,2.0,101.1,0.611,0.3627
,2:00,0,27.0,25.0,89%,2.0,101.0,0.611,0.36875
,3:00,0,27.0,25.0,89%,0.0,100.9,0.611,0.359875
,4:00,0,27.0,24.1,84%,2.0,100.9,0.611,0.3532222222
,5:00,0,26.0,24.0,89%,6.0,100.8,0.611,0.3577142857
,6:00,0.002,26.0,24.0,89%,4.0,100.8,0.611,0.3525
,7:00,0.216,25.0,24.0,94%,2.0,100.9,0.611,0.3472222222
,8:00,0.818,27.0,25.0,89%,0.0,100.9,0.611,0.3458888889
,9:00,1.429,29.0,25.0,79%,4.0,101.0,0.611,0.3434285714
,10:00,1.612,30.0,25.1,75%,6.0,101.0,0.611,0.34625
,11:00,2.357,31.0,23.9,66%,6.0,101.0,0.611,0.3448333333
,12:00,2.2,33.0,23.1,56%,7.0,101.0,0.611,0.3448333333
,13:00,3.412,33.0,23.1,56%,11.0,100.9,0.611,0.3535555556
,14:00,0.64,33.0,23.1,56%,9.0,100.9,0.611,0.3494
,15:00,0.492,29.0,23.0,70%,17.0,100.8,0.611,0.3421
,16:00,0.844,27.0,23.0,79%,7.0,100.7,0.611,0.3474
,17:00,0.492,29.0,22.0,66%,4.0,100.7,0.611,0.337
,18:00,0.102,29.0,23.0,70%,4.0,100.7,0.611,0.3412
,19:00,0.004,28.0,24.0,79%,4.0,100.7,0.611,0.3363333333
,20:00,0,28.0,24.0,79%,0.0,100.8,0.611,0.3355555556
,21:00,0,28.0,24.0,79%,2.0,100.8,0.611,0.3347142857
,22:00,0,28.0,25.0,84%,7.0,100.9,0.611,0.3470909091
,23:00,0,27.0,25.0,89%,4.0,100.9,0.611,0.3525555556
24/7/2022,0:00,0,27.0,25.0,89%,0.0,100.9,0.611,0.3621428571
,1:00,0,27.0,25.0,89%,0.0,100.9,0.611,0.3538888889
,2:00,0,26.0,25.0,94%,2.0,100.8,0.611,0.3495
,3:00,0,26.0,24.0,89%,0.0,100.8,0.611,0.3572727273
,4:00,0,26.0,25.0,94%,2.0,100.8,0.611,0.345125
,5:00,0,26.0,24.0,89%,0.0,100.7,0.611,0.348
,6:00,0.001,26.0,24.0,89%,0.0,100.7,0.611,0.3599
,7:00,0.095,26.0,24.0,89%,0.0,100.7,0.611,0.3743
,8:00,0.425,27.0,24.1,84%,0.0,100.8,0.611,0.3745
,9:00,0.733,28.0,25.0,84%,4.0,100.9,0.611,0.3663636364
,10:05,1.945,27.0,25.0,84%,22.0,100.9,0.611,0.3644444444
,11:00,2.084,28.0,25.0,84%,9.0,100.9,0.611,0.3635555556
,12:00,1.427,32.0,24.1,63%,9.0,100.9,0.611,0.3547777778
,13:00,1.939,31.0,22.1,59%,7.0,100.8,0.611,0.3597142857
,14:00,1.891,28.0,25.0,84%,9.0,100.8,0.611,0.34675
,15:00,1.745,30.0,23.9,70%,11.0,100.6,0.611,0.35225
,16:00,1.167,28.0,24.0,79%,6.0,100.6,0.611,0.3471428571
,17:00,0.068,27.0,22.0,74%,13.0,100.6,0.611,0.351
,18:00,0.122,24.0,23.0,94%,4.0,100.6,0.611,0.3465454545
,19:00,0.007,25.0,25.0,89%,0.0,100.7,0.611,0.348125
,20:00,0.003,25.0,23.1,89%,4.0,100.7,0.611,0.3497272727
,21:00,0.003,25.0,24.0,94%,4.0,100.8,0.611,0.3518571429
,22:00,0,25.0,24.0,94%,0.0,100.9,0.611,0.3612727273
,23:00,0.002,25.0,24.0,94%,2.0,100.9,0.611,0.3725
25/7/2022,0:00,0.001,25.0,24.0,94%,0.0,100.9,0.611,0.3662
,1:00,0,25.0,24.0,94%,0.0,100.9,0.611,0.363
,2:00,0,25.0,24.0,94%,2.0,100.9,0.611,0.361
,3:00,0,25.0,24.0,94%,4.0,100.8,0.611,0.3544285714
,4:00,0,25.0,24.0,94%,2.0,100.7,0.611,0.3564
,5:00,0,25.0,24.0,94%,2.0,100.7,0.611,0.3506666667
,6:00,0.001,25.0,24.0,94%,0.0,100.7,0.611,0.3564444444
,7:00,0.193,25.0,24.0,94%,0.0,100.7,0.611,0.3457142857
,8:00,0.878,26.0,24.0,89%,1.8,100.8,0.611,0.35
,9:00,1.38,28.0,24.0,79%,7.0,100.9,0.611,0.3513636364
,10:00,1.271,30.0,23.9,70%,7.0,100.9,0.611,0.3465
,11:00,1.057,29.0,25.0,79%,15.0,100.9,0.611,0.3465
,12:00,2.186,31.0,23.1,62%,6.0,100.9,0.611,0.3432727273
,13:00,0.536,25.0,24.0,94%,11.0,100.9,0.611,0.339
,14:00,0.624,26.0,24.0,89%,2.0,100.8,0.611,0.3487142857
,15:00,1.369,27.0,25.0,89%,7.0,100.8,0.611,0.35025
,16:00,1.467,27.0,24.1,84%,4.0,100.6,0.611,0.3454444444
,17:00,0.847,28.0,25.0,84%,7.0,100.6,0.611,0.3411666667
,18:00,0.279,28.0,24.0,79%,4.0,100.6,0.611,0.3455
,19:00,0.009,28.0,24.0,79%,2.0,100.7,0.611,0.3537142857
,20:00,0,27.0,24.1,84%,2.0,100.8,0.611,0.332625
,21:00,0,26.0,24.0,89%,2.0,100.8,0.611,0.3613636364
,22:00,0,26.0,24.0,89%,0.0,100.9,0.611,0.4099090909
,23:00,0,26.0,24.0,89%,2.0,101.0,0.611,0.4111111111
26/7/2022,0:00,0.001,26.0,24.0,89%,0.0,101.0,0.611,0.4111818182
,1:00,0,25.0,24.0,94%,11.0,101.0,0.611,0.3902222222
,2:00,0,25.0,22.1,83%,6.0,100.9,0.611,0.3908888889
,3:00,0.005,25.0,23.1,89%,7.0,100.9,0.611,0.381
,4:00,0.002,25.0,23.1,89%,6.0,100.8,0.611,0.383
,5:00,0,25.0,24.0,94%,17.0,100.8,0.611,0.3681428571
,6:00,0.001,25.0,24.0,94%,9.0,100.8,0.611,0.3720909091
,7:00,0.012,25.0,24.0,94%,9.0,100.8,0.611,0.3683333333
,8:00,0.12,25.0,24.0,94%,5.4,100.8,0.611,0.3665555556
,9:00,0.718,25.0,24.0,94%,0.0,100.9,0.611,0.3572222222
,10:00,1.011,26.0,24.0,89%,9.0,100.9,0.611,0.369
,11:00,1.208,27.0,23.0,79%,9.0,101.0,0.611,0.3555
,12:00,1.385,28.0,22.0,70%,11.0,101.0,0.611,0.35375
,13:00,1.526,29.0,22.0,66%,11.0,100.9,0.611,0.348
,14:00,1.429,29.0,22.0,66%,11.0,100.8,0.611,0.3482222222
,15:00,0.967,30.0,21.9,62%,9.0,100.7,0.611,0.3438
,16:00,0.6,30.0,23.0,66%,9.0,100.7,0.611,0.3541111111
,17:00,0.259,29.0,23.0,70%,6.0,100.6,0.611,0.3485
,18:00,0.15,29.0,23.0,70%,9.0,100.7,0.611,0.3504545455
,19:00,0.005,28.0,22.9,74%,13.0,100.7,0.611,0.346
,20:00,0,28.0,22.0,70%,11.0,100.7,0.611,0.346
,21:00,0,27.0,23.0,79%,4.0,100.8,0.611,0.3402857143
,22:00,0,27.0,24.1,84%,4.0,100.8,0.611,0.3481
,23:00,0.001,27.0,24.1,84%,4.0,100.9,0.611,0.361
27/7/2022,0:00,0,27.0,24.1,84%,6.0,100.9,0.611,0.3583636364
,1:00,0,27.0,24.1,84%,4.0,100.9,0.611,0.3594285714
,2:00,0,27.0,23.0,79%,2.0,100.9,0.611,0.3543333333
,3:00,0,26.0,24.0,89%,4.0,100.8,0.611,0.3514
,4:00,0,26.0,24.0,89%,0.0,100.8,0.611,0.34875
,5:00,0,26.0,24.0,89%,2.0,100.7,0.611,0.3427777778
,6:00,0,26.0,24.0,89%,4.0,100.7,0.611,0.3407272727
,7:00,0.188,26.0,24.0,89%,7.0,100.8,0.611,0.34325
,8:00,0.906,28.0,24.0,79%,7.6,100.8,0.611,0.338
,9:00,1.659,29.0,23.0,70%,13.0,100.8,0.611,0.3357142857
,10:00,2.42,30.0,21.9,62%,17.0,100.9,0.611,0.3348571429
,11:00,2.796,31.0,22.1,59%,15.0,100.9,0.611,0.3379
,12:00,2.15,31.0,23.1,62%,20.0,100.9,0.611,0.3408888889
,13:00,2.502,32.0,22.1,55%,20.0,100.8,0.611,0.3337777778
,14:00,2.751,32.0,23.0,59%,22.0,100.8,0.611,0.3331111111
,15:00,2.78,32.0,22.1,55%,22.0,100.7,0.611,0.3348333333
,16:00,2.037,32.0,22.1,55%,20.0,100.6,0.611,0.3347692308
,17:00,1.091,32.0,20.9,52%,22.0,100.6,0.611,0.332
,18:00,0.36,31.0,22.1,59%,19.0,100.6,0.611,0.3297777778
,19:00,0.005,29.0,23.0,70%,9.0,100.7,0.611,0.3315
,20:00,0,29.0,24.1,74%,13.0,100.7,0.611,0.3305833333
,21:00,0,29.0,24.1,74%,11.0,100.8,0.611,0.3331111111
,22:00,0,29.0,25.0,79%,11.0,100.9,0.611,0.335375
,23:00,0,29.0,25.0,79%,9.0,100.9,0.611,0.336375
28/7/2022,0:00,0,29.0,25.0,79%,6.0,100.8,0.611,0.3344285714
,1:00,0,29.0,24.1,74%,6.0,100.8,0.611,0.3344444444
,2:00,0,28.0,24.0,79%,7.0,100.8,0.611,0.3287777778
,3:00,0,28.0,25.0,84%,6.0,100.8,0.611,0.3343333333
,4:00,0,28.0,25.0,84%,6.0,100.8,0.611,0.331
,5:00,0,28.0,24.0,79%,6.0,100.7,0.611,0.3294545455
,6:00,0,28.0,24.0,79%,7.0,100.7,0.611,0.3301
,7:00,0.073,28.0,25.0,84%,7.0,100.7,0.611,0.3334
,8:00,0.367,29.0,25.0,79%,9.4,100.8,0.611,0.3285
,9:00,1.422,29.0,25.0,79%,9.0,100.9,0.611,0.3268
,10:00,1.825,30.0,25.1,75%,11.0,100.9,0.611,0.3283333333
,11:00,1.86,30.0,25.1,75%,13.0,100.9,0.611,0.319875
,12:00,2.464,30.0,23.9,70%,17.0,100.9,0.611,0.325375
,13:00,1.685,29.0,24.1,74%,19.0,100.8,0.611,0.322
,14:00,2.988,28.0,24.0,79%,13.0,100.7,0.611,0.3226666667
,15:00,2.695,32.0,24.1,63%,17.0,100.7,0.611,0.3266666667
,16:00,0.999,33.0,23.1,56%,13.0,100.6,0.611,0.3314444444
,17:00,0.507,32.0,20.9,52%,13.0,100.6,0.611,0.328875
,18:00,0.153,30.0,23.9,70%,7.0,100.6,0.611,0.3248888889
,19:00,0.004,29.0,24.1,74%,6.0,100.6,0.611,0.3204444444
,20:00,0,28.0,22.9,74%,6.0,100.7,0.611,0.3257142857
,21:00,0,28.0,24.0,79%,7.0,100.8,0.611,0.3248571429
,22:00,0,29.0,24.1,74%,7.0,100.9,0.611,0.3184285714
,23:00,0,29.0,24.1,74%,11.0,100.9,0.611,0.324
29/7/2022,0:00,0,29.0,24.0,74%,9.0,100.9,0.611,0.3251111111
,1:00,0,28.0,24.1,79%,4.0,100.9,0.611,0.3184444444
,2:00,0,27.0,24.0,84%,4.0,100.9,0.611,0.321
,3:00,0,28.0,25.0,84%,0.0,100.8,0.611,0.3217777778
,4:00,0,28.0,24.0,79%,6.0,100.8,0.611,0.3334444444
,5:00,0,28.0,24.0,79%,4.0,100.7,0.611,0.4390909091
,6:00,0,27.0,24.1,84%,4.0,100.7,0.611,0.4551818182
,7:00,0.212,27.0,24.1,84%,4.0,100.7,0.611,0.41825
,8:00,0.752,29.0,25.0,79%,1.8,100.8,0.611,0.3922222222
,9:00,1.3,30.0,23.9,70%,9.0,100.9,0.611,0.3837
,10:00,1.696,31.0,23.9,66%,13.0,101.0,0.611,0.3838
,11:00,2.948,31.0,23.9,66%,13.0,101.0,0.611,0.4384545455
,12:00,2.539,32.0,24.1,63%,15.0,100.9,0.611,0.4344285714
,13:00,0.679,28.0,22.9,74%,39.0,100.9,0.611,0.4059230769
,14:00,1.563,28.0,24.0,79%,7.0,100.8,0.611,0.3969090909
,15:00,1.788,29.0,25.0,79%,2.0,100.7,0.611,0.39
,16:00,1.3,32.0,24.1,63%,15.0,100.6,0.611,0.3844166667
,17:00,0.283,31.0,23.1,62%,15.0,100.6,0.611,0.3781
,18:22,0.008,25.0,23.1,89%,32.0,100.7,0.611,0.375
,19:00,0.011,25.0,23.1,89%,20.0,100.8,0.611,0.3745
,20:00,0.004,25.0,22.1,83%,17.0,100.8,0.611,0.376
,21:00,0,26.0,22.1,79%,9.0,100.9,0.611,0.3713
,22:00,0.001,25.0,24.0,94%,0.0,100.9,0.611,0.3849166667
,23:00,0.009,25.0,24.0,94%,0.0,100.9,0.611,0.3766666667
30/7/2022,0:00,0.008,26.0,23.1,84%,9.0,100.9,0.611,0.3778888889
