Date,Max,Min,Avg,day_of_the_year,sol_dec,latitude,longitude,altitude,net_rad,net_in_sol_rad,net_out_lw_rad,sol_rad,daylight_hours,sunshine hours,et_rad,sunset_hour_angle,ird,cs_rad,avp,latitud(rad)
5/7/2022,31,26,28.5,186,0.3971753171117292,,,,19.392401112049566,19.392689396731612,0.0002882846820446812,25.185310904846247,11.92791766020718,12.2344,33.0148798058417,1.5613607705804513,0.9670598773624287,24.765781937554095,3.362540496522866,
6/7/2022,31,26,28.5,187,0.39543582991381776,,,,19.40812277909184,19.408411051861435,0.0002882727695945651,25.205728638781082,11.928268927860694,12.2342,33.04266226362412,1.561406751408773,0.9670989613924745,24.786622670435,3.362540496522866,
7/7/2022,33,27,30.0,188,0.3935791665452987,,,,19.42453272894503,19.424858286227874,0.00032555728284389005,25.227088683412823,11.92864329528123,12.2336,33.07245169086358,1.5614557559895272,0.9671477947103223,24.808968911384408,3.566507608743331,
8/7/2022,32,25,28.5,189,0.3916058771755981,,,,19.441898866378953,19.442226427944696,0.000327561565744327,25.24964471161649,11.929040546137085,12.2328,33.10421875535173,1.56150775600496,0.9672063628456061,24.83279865713955,3.1688149728170982,
9/7/2022,32,27,29.5,190,0.3895165465329434,,,,19.460624885793422,19.460924357388375,0.0002994715949530274,25.273927736868018,11.929460452580742,12.2322,33.1379323511112,1.561562721629901,0.9672746484433234,24.85808857386256,3.566507608743331,
10/7/2022,30,25,27.5,191,0.38731179373109537,,,,19.480767244827476,19.48104047063275,0.000273225805271561,25.30005255926331,11.92990277566937,12.2319,33.17355962505906,1.5616206215868074,0.9673526312689779,24.884814017141807,3.1688149728170982,
11/7/2022,32,25,28.5,192,0.38499227208589176,,,,19.501370647684237,19.50169813531302,0.00032748762878355523,25.326880695211717,11.930367265800372,12.2311,33.21106600522099,1.561681423202775,0.9674402882145753,24.912949053156478,3.1688149728170982,
12/7/2022,32,26,29.0,193,0.38255866892165535,,,,19.523418421543184,19.523732663149453,0.00031424160626958357,25.35549696512916,11.930853663160367,12.2306,33.250415230498085,1.5617450924683116,0.9675375933054708,24.942466481005834,3.362540496522866,
13/7/2022,31,27,29.0,194,0.3800117053675252,,,,19.546417551528773,19.54669323618674,0.0002756846579696448,25.38531589115161,11.931361698186029,12.23,33.291569381987365,1.5618115940976611,0.9676445177080661,24.973337856204004,3.566507608743331,
14/7/2022,32,26,29.0,195,0.3773521361437703,,,,19.570134543732472,19.57044872823489,0.0003141845024187869,25.41616717952583,11.931891092035158,12.2292,33.33448891585663,1.5618808915904645,0.967761029738353,25.005533515340694,3.362540496522866,
15/7/2022,32,27,29.5,196,0.37458074933814994,,,,19.595105664045654,19.59540498862897,0.0002993245833165095,25.44857790731035,11.932441557066312,12.2286,33.3791326977732,1.561952947294545,0.9678870948713023,25.03902260190759,3.566507608743331,
16/7/2022,32,27,29.5,197,0.3716983661723861,,,,19.620483660761497,19.620782948124855,0.00029928736335871494,25.481536296266047,11.933012797325427,12.2275,33.425458038885246,1.5620277224696062,0.9680226757510946,25.07377309328938,3.566507608743331,
17/7/2022,33,28,30.5,198,0.36870584075881746,,,,19.647328719613544,19.647634390232433,0.000305670618890214,25.51640829900316,11.933604509037755,12.2269,33.47342073335309,1.5621051773516268,0.968167732202189,25.109751828917485,3.7811680622153006,
18/7/2022,33,28,30.5,199,0.3656040598473085,,,,19.6748721504254,19.675177788861404,0.00030563843600241966,25.552178946573253,11.93421638110356,12.2261,33.522975097426766,1.5621852712177464,0.9683222212412285,25.146924539583715,3.7811680622153006,
19/7/2022,33,28,30.5,200,0.36239394256248464,,,,19.703295614109813,19.703601219907828,0.0003056057980156752,25.58909249338679,11.934848095595946,12.2253,33.57407401006463,1.5622679624514315,0.9684860970897766,25.18525587790988,3.7811680622153006,
20/7/2022,30,23,26.5,201,0.35907644013137774,,,,19.732480402033225,19.73276779984697,0.00028739781374572196,25.62697116863243,11.935499328259299,12.2244,33.62666895508594,1.5623532086077219,0.9686593111878827,25.224709449968167,2.8103575430330863,
21/7/2022,32,26,29.0,202,0.35565253560155585,,,,19.762551148686413,19.762865101812917,0.0003139531265024981,25.66605857378301,11.936169749006828,12.2236,33.68071006484921,1.5624409664783574,0.9688418122084714,25.265247848045988,3.362540496522866,
22/7/2022,31,25,28.0,203,0.35212324354982466,,,,19.793129747977893,19.79342844322402,0.000298695246126646,25.70575122496626,11.936859022415726,12.2225,33.73614616544554,1.5625311921565952,0.9690335460725514,25.306832684547317,3.1688149728170982,
23/7/2022,33,25,29.0,204,0.34848960978158783,,,,19.824939144181403,19.82529744588671,0.00035830170530926986,25.747139540112613,11.93756680821852,12.2219,33.792924823394706,1.5626238411015274,0.969234455965241,25.349424627021307,3.1688149728170982,
24/7/2022,32,24,28.0,205,0.3447527110209508,,,,19.85679438271472,19.857133409989263,0.0003390272745414002,25.788484948038004,11.938292761789281,12.2206,33.850992393829266,1.5627188682017255,0.9694444823526029,25.392983434307087,2.9848945293846705,
25/7/2022,31,25,28.0,206,0.34091365459166534,,,,19.890132767126996,19.890431358116995,0.00029859098999823313,25.831729036515576,11.939036534623352,12.22,33.9102940701498,1.562816227838036,0.9696635629992858,25.437467993782175,3.1688149728170982,
26/7/2022,30,25,27.5,207,0.3369735780890053,,,,19.923575275375057,19.923848035081708,0.00027275970665105914,25.87512731828793,11.939797774809344,12.2189,33.970773935132044,1.5629158739453666,0.969891632986966,25.482836359699952,3.1688149728170982,
27/7/2022,32,26,29.0,208,0.3329336490426719,,,,19.9575822410473,19.95789595530387,0.0003137142565668839,25.91934539649853,11.940576127492275,12.2178,34.032375013463856,1.563017760073308,0.9701286247335839,25.529045792599778,3.362540496522866,
28/7/2022,33,28,30.5,209,0.32879506457083074,,,,19.99223596559221,19.992541226925198,0.0003052613329875474,25.96433925574701,11.941371235326645,12.2167,34.09503932568779,1.5631218394454442,0.9703744680133702,25.576052799771443,3.7811680622153006,
29/7/2022,32,25,28.5,210,0.3245590510253783,,,,20.027642837862413,20.027969663883805,0.00032682602139289614,26.010350212836112,11.942182738918515,12.2158,34.158707943521684,1.5632280650172183,0.9706290899776556,25.623813176753355,3.1688149728170982,
30/7/2022,32,25,28.5,211,0.3202268636285491,,,,20.063379456816026,20.06370623586284,0.00032677904681217184,26.056761345276414,11.943010277255526,12.2147,34.223321046527246,1.5633363895322234,0.9708924151764569,25.67228204984195,3.1688149728170982,
31/7/2022,32,27,29.5,212,0.3157997861009652,,,,20.099636645596732,20.09993538119193,0.0002987355951987085,26.10381218336614,11.943853488124045,12.2136,34.28881798009351,1.5634467655768052,0.9711643655808343,25.72141391958735,3.566507608743331,
